offre,candidat,sem_bge,comp_bge,exp_bge,form_bge,sem_v2,skills_raw,edu_gap,label
Data Engineer Big Data,Senior DevOps AWS,0.551,0.375,0.295,0.0,0.551,0.375,0.0,0.6562
Data Engineer Big Data,Ingénieur Cloud Azure,0.538,0.375,0.299,0.0,0.538,0.25,0.0,0.3525
Data Engineer Big Data,SRE Kubernetes Linux,0.557,0.375,0.269,0.0,0.557,0.375,0.0,0.6562
Data Engineer Big Data,Junior DevOps CI/CD,0.545,0.375,0.273,0.0,0.545,0.25,0.0,0.24
Data Engineer Big Data,Analyste Sécurité Pentester,0.503,0.125,0.182,0.0,0.503,0.125,0.0,0.1369
Data Engineer Big Data,Analyste SOC SIEM,0.504,0.0,0.143,0.0,0.504,0.0,0.0,0.039
Data Engineer Big Data,Ingénieur QA Automation,0.54,0.25,0.233,0.0,0.54,0.25,0.0,0.315
Data Engineer Big Data,Designer UX/UI Figma,0.5,0.0,0.119,0.0,0.5,0.0,0.4,0.0266
Data Engineer Big Data,Chef de Projet IT Scrum,0.503,0.0,0.142,0.0,0.503,0.0,0.0,0.054
Data Engineer Big Data,Marketing Digital Expert,0.502,0.088,0.156,0.0,0.502,0.0,0.4,0.0266
Data Engineer Big Data,Commercial B2B Salesforce,0.506,0.0,0.14,0.0,0.506,0.0,0.4,0.032
Data Engineer Big Data,Junior Marketing Digital,0.505,0.088,0.149,0.0,0.505,0.0,0.4,0.02
Data Engineer Big Data,Comptable Confirmé SAP,0.501,0.0,0.145,0.0,0.501,0.0,0.0,0.054
Data Engineer Big Data,Contrôleur de Gestion,0.502,0.0,0.145,0.0,0.502,0.0,0.0,0.054
Data Engineer Big Data,Chargé RH Recrutement IT,0.513,0.0,0.14,0.0,0.513,0.0,0.4,0.0266
Data Engineer Big Data,Médecin Généraliste,0.5,0.0,0.103,0.0,0.5,0.0,-0.6,0.054
Data Engineer Big Data,Enseignant Mathématiques,0.5,0.0,0.119,0.0,0.5,0.0,0.0,0.054
Data Engineer Big Data,Juriste Droit des Affaires,0.5,0.0,0.127,0.0,0.5,0.0,0.0,0.054
Data Engineer Big Data,Ingénieur Civil BTP,0.5,0.0,0.144,0.0,0.5,0.0,0.0,0.054
Data Engineer Big Data,Commercial Vente Retail,0.502,0.0,0.119,0.0,0.502,0.0,0.4,0.032
Data Engineer Big Data,Étudiant Première Année,0.523,0.125,0.159,0.0,0.523,0.125,0.8,0.02
Ingénieur DevOps AWS,Senior Backend Python FastAPI,0.523,0.338,0.171,0.0,0.523,0.25,0.0,0.3525
Ingénieur DevOps AWS,Mid Backend Python Django,0.522,0.25,0.131,0.0,0.522,0.25,0.0,0.2775
Ingénieur DevOps AWS,Junior Python Flask,0.514,0.125,0.057,0.0,0.514,0.125,0.4,0.0543
Ingénieur DevOps AWS,Python Data + Backend,0.557,0.25,0.229,0.0,0.557,0.25,0.0,0.315
Ingénieur DevOps AWS,Senior Java Spring Boot,0.561,0.462,0.342,0.0,0.561,0.375,0.0,0.6562
Ingénieur DevOps AWS,Mid Java Spring,0.542,0.25,0.126,0.0,0.542,0.25,0.0,0.315
Ingénieur DevOps AWS,Junior Java Angular Stage,0.528,0.125,0.167,0.0,0.528,0.125,0.2,0.0604
Ingénieur DevOps AWS,Senior Node.js Express,0.556,0.25,0.126,0.0,0.556,0.25,0.4,0.2192
Ingénieur DevOps AWS,Full Stack Node React,0.559,0.25,0.215,0.0,0.559,0.25,0.0,0.315
Ingénieur DevOps AWS,Développeur PHP Laravel Senior,0.512,0.25,0.124,0.0,0.512,0.25,0.4,0.1922
Ingénieur DevOps AWS,Junior PHP Symfony,0.516,0.125,0.05,0.0,0.516,0.125,0.4,0.0543
Ingénieur DevOps AWS,Développeur .NET C# Senior,0.527,0.25,0.139,0.0,0.527,0.25,0.0,0.3525
Ingénieur DevOps AWS,Senior Frontend React,0.537,0.125,0.076,0.0,0.537,0.125,0.4,0.0813
Ingénieur DevOps AWS,Mid Frontend React Redux,0.536,0.125,0.063,0.0,0.536,0.125,0.0,0.1181
Ingénieur DevOps AWS,Junior Frontend JavaScript,0.534,0.125,0.074,0.0,0.534,0.125,0.6,0.0349
Ingénieur DevOps AWS,Senior Angular TypeScript,0.533,0.212,0.116,0.0,0.533,0.125,0.0,0.1556
Ingénieur DevOps AWS,Développeur Flutter Senior,0.506,0.125,0.082,0.0,0.506,0.125,0.4,0.0813
Ingénieur DevOps AWS,Développeur Android Kotlin,0.508,0.125,0.079,0.0,0.508,0.125,0.0,0.1369
Ingénieur DevOps AWS,Junior Mobile React Native,0.533,0.125,0.052,0.0,0.533,0.125,0.4,0.0543
Ingénieur DevOps AWS,Senior Data Scientist,0.506,0.212,0.21,0.0,0.506,0.125,0.0,0.1556
Ingénieur DevOps AWS,ML Engineer MLOps,0.619,0.625,0.229,0.0,0.619,0.625,0.0,0.7312
Ingénieur DevOps AWS,Data Analyst Junior,0.503,0.125,0.057,0.0,0.503,0.125,0.4,0.0543
Ingénieur DevOps AWS,Data Analyst Senior BI,0.503,0.125,0.068,0.0,0.503,0.125,0.0,0.1556
Ingénieur DevOps AWS,Data Engineer Spark,0.557,0.375,0.278,0.0,0.557,0.375,0.0,0.6562
Ingénieur DevOps AWS,Stage Data Science,0.534,0.125,0.159,0.0,0.534,0.125,0.2,0.0604
Ingénieur DevOps AWS,Senior DevOps AWS,0.726,0.85,0.439,0.0,0.726,1.0,0.0,0.95
Ingénieur DevOps AWS,Ingénieur Cloud Azure,0.719,0.875,0.39,0.0,0.719,0.75,0.0,0.8625
Ingénieur DevOps AWS,SRE Kubernetes Linux,0.704,0.625,0.366,0.0,0.704,0.625,0.0,0.7937
Ingénieur DevOps AWS,Junior DevOps CI/CD,0.709,1.0,0.387,0.0,0.709,0.75,0.0,0.675
Ingénieur DevOps AWS,Analyste Sécurité Pentester,0.509,0.125,0.191,0.0,0.509,0.125,0.0,0.1369
Ingénieur DevOps AWS,Analyste SOC SIEM,0.506,0.125,0.195,0.0,0.506,0.125,0.0,0.1181
Ingénieur DevOps AWS,Ingénieur QA Automation,0.612,0.25,0.238,0.0,0.612,0.25,0.0,0.315
Ingénieur DevOps AWS,Designer UX/UI Figma,0.504,0.0,0.119,0.0,0.504,0.0,0.4,0.0266
Ingénieur DevOps AWS,Chef de Projet IT Scrum,0.511,0.0,0.154,0.0,0.511,0.0,0.0,0.054
Ingénieur DevOps AWS,Marketing Digital Expert,0.508,0.088,0.154,0.0,0.508,0.0,0.4,0.0266
Ingénieur DevOps AWS,Commercial B2B Salesforce,0.513,0.0,0.133,0.0,0.513,0.0,0.4,0.032
Ingénieur DevOps AWS,Junior Marketing Digital,0.51,0.088,0.144,0.0,0.51,0.0,0.4,0.02
Ingénieur DevOps AWS,Comptable Confirmé SAP,0.502,0.0,0.127,0.0,0.502,0.0,0.0,0.054
Ingénieur DevOps AWS,Contrôleur de Gestion,0.503,0.0,0.129,0.0,0.503,0.0,0.0,0.054
Ingénieur DevOps AWS,Chargé RH Recrutement IT,0.506,0.0,0.139,0.0,0.506,0.0,0.4,0.0266
Ingénieur DevOps AWS,Médecin Généraliste,0.5,0.0,0.106,0.0,0.5,0.0,-0.6,0.054
Ingénieur DevOps AWS,Enseignant Mathématiques,0.501,0.0,0.115,0.0,0.501,0.0,0.0,0.054
Ingénieur DevOps AWS,Juriste Droit des Affaires,0.5,0.0,0.136,0.0,0.5,0.0,0.0,0.054
Ingénieur DevOps AWS,Ingénieur Civil BTP,0.507,0.0,0.158,0.0,0.507,0.0,0.0,0.054
Ingénieur DevOps AWS,Commercial Vente Retail,0.504,0.0,0.109,0.0,0.504,0.0,0.4,0.032
Ingénieur DevOps AWS,Étudiant Première Année,0.518,0.0,0.115,0.0,0.518,0.0,0.8,0.02
Ingénieur Cloud Azure,Senior Backend Python FastAPI,0.507,0.338,0.165,0.0,0.507,0.25,0.0,0.3525
Ingénieur Cloud Azure,Mid Backend Python Django,0.507,0.25,0.117,0.0,0.507,0.25,0.0,0.3025
Ingénieur Cloud Azure,Junior Python Flask,0.502,0.125,0.056,0.0,0.502,0.125,0.4,0.0588
Ingénieur Cloud Azure,Python Data + Backend,0.516,0.25,0.227,0.0,0.516,0.25,0.0,0.3525
Ingénieur Cloud Azure,Senior Java Spring Boot,0.515,0.462,0.332,0.0,0.515,0.375,0.0,0.6562
Ingénieur Cloud Azure,Mid Java Spring,0.515,0.25,0.117,0.0,0.515,0.25,0.0,0.3525
Ingénieur Cloud Azure,Junior Java Angular Stage,0.508,0.125,0.167,0.0,0.508,0.125,0.2,0.0604
Ingénieur Cloud Azure,Senior Node.js Express,0.515,0.25,0.105,0.0,0.515,0.25,0.4,0.2192
Ingénieur Cloud Azure,Full Stack Node React,0.52,0.25,0.2,0.0,0.52,0.25,0.0,0.3525
Ingénieur Cloud Azure,Développeur PHP Laravel Senior,0.504,0.25,0.113,0.0,0.504,0.25,0.4,0.2192
Ingénieur Cloud Azure,Junior PHP Symfony,0.503,0.125,0.041,0.0,0.503,0.125,0.4,0.0588
Ingénieur Cloud Azure,Développeur .NET C# Senior,0.516,0.375,0.187,0.0,0.516,0.375,0.0,0.6562
Ingénieur Cloud Azure,Senior Frontend React,0.505,0.125,0.064,0.0,0.505,0.125,0.4,0.0948
Ingénieur Cloud Azure,Mid Frontend React Redux,0.503,0.125,0.059,0.0,0.503,0.125,0.0,0.1306
Ingénieur Cloud Azure,Junior Frontend JavaScript,0.506,0.125,0.063,0.0,0.506,0.125,0.6,0.0383
Ingénieur Cloud Azure,Senior Angular TypeScript,0.505,0.212,0.113,0.0,0.505,0.125,0.0,0.1556
Ingénieur Cloud Azure,Développeur Flutter Senior,0.502,0.125,0.083,0.0,0.502,0.125,0.4,0.0948
Ingénieur Cloud Azure,Développeur Android Kotlin,0.501,0.125,0.072,0.0,0.501,0.125,0.0,0.1556
Ingénieur Cloud Azure,Junior Mobile React Native,0.505,0.125,0.038,0.0,0.505,0.125,0.4,0.0588
Ingénieur Cloud Azure,Senior Data Scientist,0.502,0.212,0.208,0.0,0.502,0.125,0.0,0.1556
Ingénieur Cloud Azure,ML Engineer MLOps,0.564,0.5,0.227,0.0,0.564,0.5,0.0,0.725
Ingénieur Cloud Azure,Data Analyst Junior,0.501,0.125,0.06,0.0,0.501,0.125,0.4,0.0588
Ingénieur Cloud Azure,Data Analyst Senior BI,0.501,0.125,0.072,0.0,0.501,0.125,0.0,0.1556
Ingénieur Cloud Azure,Data Engineer Spark,0.531,0.25,0.234,0.0,0.531,0.25,0.0,0.3525
Ingénieur Cloud Azure,Stage Data Science,0.506,0.125,0.158,0.0,0.506,0.125,0.2,0.0604
Ingénieur Cloud Azure,Senior DevOps AWS,0.648,0.75,0.363,0.0,0.648,0.75,0.0,0.8625
Ingénieur Cloud Azure,Ingénieur Cloud Azure,0.731,1.0,0.453,0.0,0.731,1.0,0.0,0.95
Ingénieur Cloud Azure,SRE Kubernetes Linux,0.567,0.625,0.34,0.0,0.567,0.625,0.0,0.7937
Ingénieur Cloud Azure,Junior DevOps CI/CD,0.618,0.75,0.349,0.0,0.618,0.625,0.0,0.6271
Ingénieur Cloud Azure,Analyste Sécurité Pentester,0.502,0.125,0.185,0.0,0.502,0.125,0.0,0.1556
Ingénieur Cloud Azure,Analyste SOC SIEM,0.502,0.125,0.194,0.0,0.502,0.125,0.0,0.1306
Ingénieur Cloud Azure,Ingénieur QA Automation,0.563,0.25,0.245,0.0,0.563,0.25,0.0,0.3525
Ingénieur Cloud Azure,Designer UX/UI Figma,0.501,0.0,0.12,0.0,0.501,0.0,0.4,0.032
Ingénieur Cloud Azure,Chef de Projet IT Scrum,0.502,0.0,0.154,0.0,0.502,0.0,0.0,0.054
Ingénieur Cloud Azure,Marketing Digital Expert,0.501,0.088,0.156,0.0,0.501,0.0,0.4,0.032
Ingénieur Cloud Azure,Commercial B2B Salesforce,0.501,0.0,0.136,0.0,0.501,0.0,0.4,0.032
Ingénieur Cloud Azure,Junior Marketing Digital,0.502,0.088,0.134,0.0,0.502,0.0,0.4,0.02
Ingénieur Cloud Azure,Comptable Confirmé SAP,0.5,0.0,0.128,0.0,0.5,0.0,0.0,0.054
Ingénieur Cloud Azure,Contrôleur de Gestion,0.501,0.0,0.142,0.0,0.501,0.0,0.0,0.054
Ingénieur Cloud Azure,Chargé RH Recrutement IT,0.504,0.0,0.144,0.0,0.504,0.0,0.4,0.032
Ingénieur Cloud Azure,Médecin Généraliste,0.5,0.0,0.108,0.0,0.5,0.0,-0.6,0.054
Ingénieur Cloud Azure,Enseignant Mathématiques,0.5,0.0,0.114,0.0,0.5,0.0,0.0,0.054
Ingénieur Cloud Azure,Juriste Droit des Affaires,0.5,0.0,0.131,0.0,0.5,0.0,0.0,0.054
Ingénieur Cloud Azure,Ingénieur Civil BTP,0.5,0.0,0.155,0.0,0.5,0.0,0.0,0.054
Ingénieur Cloud Azure,Commercial Vente Retail,0.501,0.0,0.119,0.0,0.501,0.0,0.4,0.032
Ingénieur Cloud Azure,Étudiant Première Année,0.505,0.0,0.111,0.0,0.505,0.0,0.8,0.02
Ingénieur SRE Site Reliability,Senior Backend Python FastAPI,0.514,0.462,0.236,0.0,0.514,0.375,0.0,0.6562
Ingénieur SRE Site Reliability,Mid Backend Python Django,0.513,0.375,0.181,0.0,0.513,0.375,0.0,0.5312
Ingénieur SRE Site Reliability,Junior Python Flask,0.506,0.25,0.09,0.0,0.506,0.25,0.4,0.1382
Ingénieur SRE Site Reliability,Python Data + Backend,0.532,0.375,0.276,0.0,0.532,0.375,0.0,0.5938
Ingénieur SRE Site Reliability,Senior Java Spring Boot,0.514,0.462,0.334,0.0,0.514,0.375,0.0,0.6562
Ingénieur SRE Site Reliability,Mid Java Spring,0.509,0.25,0.113,0.0,0.509,0.25,0.0,0.315
Ingénieur SRE Site Reliability,Junior Java Angular Stage,0.505,0.125,0.154,0.0,0.505,0.125,0.2,0.0604
Ingénieur SRE Site Reliability,Senior Node.js Express,0.517,0.25,0.11,0.0,0.517,0.25,0.4,0.2192
Ingénieur SRE Site Reliability,Full Stack Node React,0.514,0.25,0.199,0.0,0.514,0.25,0.0,0.315
Ingénieur SRE Site Reliability,Développeur PHP Laravel Senior,0.502,0.25,0.118,0.0,0.502,0.25,0.4,0.1922
Ingénieur SRE Site Reliability,Junior PHP Symfony,0.505,0.125,0.046,0.0,0.505,0.125,0.4,0.0543
Ingénieur SRE Site Reliability,Développeur .NET C# Senior,0.504,0.25,0.125,0.0,0.504,0.25,0.0,0.3525
Ingénieur SRE Site Reliability,Senior Frontend React,0.512,0.125,0.075,0.0,0.512,0.125,0.4,0.0813
Ingénieur SRE Site Reliability,Mid Frontend React Redux,0.507,0.125,0.059,0.0,0.507,0.125,0.0,0.1181
Ingénieur SRE Site Reliability,Junior Frontend JavaScript,0.508,0.125,0.066,0.0,0.508,0.125,0.6,0.0349
Ingénieur SRE Site Reliability,Senior Angular TypeScript,0.51,0.212,0.101,0.0,0.51,0.125,0.0,0.1556
Ingénieur SRE Site Reliability,Développeur Flutter Senior,0.501,0.125,0.07,0.0,0.501,0.125,0.4,0.0813
Ingénieur SRE Site Reliability,Développeur Android Kotlin,0.501,0.125,0.065,0.0,0.501,0.125,0.0,0.1369
Ingénieur SRE Site Reliability,Junior Mobile React Native,0.507,0.125,0.043,0.0,0.507,0.125,0.4,0.0543
Ingénieur SRE Site Reliability,Senior Data Scientist,0.503,0.338,0.244,0.0,0.503,0.25,0.0,0.3525
Ingénieur SRE Site Reliability,ML Engineer MLOps,0.555,0.625,0.216,0.0,0.555,0.625,0.0,0.7312
Ingénieur SRE Site Reliability,Data Analyst Junior,0.501,0.25,0.093,0.0,0.501,0.25,0.4,0.1382
Ingénieur SRE Site Reliability,Data Analyst Senior BI,0.501,0.25,0.107,0.0,0.501,0.25,0.0,0.3525
Ingénieur SRE Site Reliability,Data Engineer Spark,0.523,0.375,0.253,0.0,0.523,0.375,0.0,0.6562
Ingénieur SRE Site Reliability,Stage Data Science,0.52,0.25,0.196,0.0,0.52,0.25,0.2,0.1571
Ingénieur SRE Site Reliability,Senior DevOps AWS,0.532,0.8,0.373,0.0,0.532,0.625,0.0,0.7937
Ingénieur SRE Site Reliability,Ingénieur Cloud Azure,0.665,0.625,0.336,0.0,0.665,0.625,0.0,0.7937
Ingénieur SRE Site Reliability,SRE Kubernetes Linux,0.731,1.0,0.444,0.0,0.731,1.0,0.0,0.95
Ingénieur SRE Site Reliability,Junior DevOps CI/CD,0.567,0.625,0.334,0.0,0.567,0.625,0.0,0.6062
Ingénieur SRE Site Reliability,Analyste Sécurité Pentester,0.503,0.25,0.236,0.0,0.503,0.25,0.0,0.315
Ingénieur SRE Site Reliability,Analyste SOC SIEM,0.501,0.125,0.198,0.0,0.501,0.125,0.0,0.1181
Ingénieur SRE Site Reliability,Ingénieur QA Automation,0.59,0.375,0.292,0.0,0.59,0.375,0.0,0.5938
Ingénieur SRE Site Reliability,Designer UX/UI Figma,0.501,0.0,0.12,0.0,0.501,0.0,0.4,0.0266
Ingénieur SRE Site Reliability,Chef de Projet IT Scrum,0.503,0.0,0.154,0.0,0.503,0.0,0.0,0.054
Ingénieur SRE Site Reliability,Marketing Digital Expert,0.501,0.088,0.147,0.0,0.501,0.0,0.4,0.0266
Ingénieur SRE Site Reliability,Commercial B2B Salesforce,0.501,0.0,0.132,0.0,0.501,0.0,0.4,0.032
Ingénieur SRE Site Reliability,Junior Marketing Digital,0.501,0.088,0.137,0.0,0.501,0.0,0.4,0.02
Ingénieur SRE Site Reliability,Comptable Confirmé SAP,0.5,0.0,0.126,0.0,0.5,0.0,0.0,0.054
Ingénieur SRE Site Reliability,Contrôleur de Gestion,0.501,0.0,0.129,0.0,0.501,0.0,0.0,0.054
Ingénieur SRE Site Reliability,Chargé RH Recrutement IT,0.502,0.0,0.144,0.0,0.502,0.0,0.4,0.0266
Ingénieur SRE Site Reliability,Médecin Généraliste,0.5,0.0,0.109,0.0,0.5,0.0,-0.6,0.054
Ingénieur SRE Site Reliability,Enseignant Mathématiques,0.5,0.0,0.115,0.0,0.5,0.0,0.0,0.054
Ingénieur SRE Site Reliability,Juriste Droit des Affaires,0.5,0.0,0.136,0.0,0.5,0.0,0.0,0.054
Ingénieur SRE Site Reliability,Ingénieur Civil BTP,0.502,0.0,0.155,0.0,0.502,0.0,0.0,0.054
Ingénieur SRE Site Reliability,Commercial Vente Retail,0.5,0.0,0.119,0.0,0.5,0.0,0.4,0.032
Ingénieur SRE Site Reliability,Étudiant Première Année,0.511,0.125,0.147,0.0,0.511,0.125,0.8,0.02
Analyste Cybersécurité Pentester,Senior Backend Python FastAPI,0.581,0.143,0.21,0.0,0.581,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,Mid Backend Python Django,0.565,0.143,0.204,0.0,0.565,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,Junior Python Flask,0.575,0.143,0.182,0.0,0.575,0.1429,0.4,0.0699
Analyste Cybersécurité Pentester,Python Data + Backend,0.624,0.143,0.202,0.0,0.624,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,Senior Java Spring Boot,0.56,0.0,0.142,0.0,0.56,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Mid Java Spring,0.556,0.0,0.137,0.0,0.556,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Junior Java Angular Stage,0.546,0.0,0.117,0.0,0.546,0.0,0.2,0.02
Analyste Cybersécurité Pentester,Senior Node.js Express,0.543,0.0,0.127,0.0,0.543,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Full Stack Node React,0.587,0.0,0.123,0.0,0.587,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Développeur PHP Laravel Senior,0.506,0.0,0.132,0.0,0.506,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Junior PHP Symfony,0.538,0.0,0.11,0.0,0.538,0.0,0.4,0.0212
Analyste Cybersécurité Pentester,Développeur .NET C# Senior,0.522,0.0,0.139,0.0,0.522,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Senior Frontend React,0.552,0.0,0.123,0.0,0.552,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Mid Frontend React Redux,0.538,0.0,0.122,0.0,0.538,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Junior Frontend JavaScript,0.522,0.0,0.126,0.0,0.522,0.0,0.6,0.02
Analyste Cybersécurité Pentester,Senior Angular TypeScript,0.537,0.0,0.131,0.0,0.537,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Développeur Flutter Senior,0.511,0.0,0.126,0.0,0.511,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Développeur Android Kotlin,0.505,0.0,0.134,0.0,0.505,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Junior Mobile React Native,0.548,0.0,0.109,0.0,0.548,0.0,0.4,0.0212
Analyste Cybersécurité Pentester,Senior Data Scientist,0.533,0.143,0.197,0.0,0.533,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,ML Engineer MLOps,0.525,0.143,0.192,0.0,0.525,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,Data Analyst Junior,0.589,0.143,0.198,0.0,0.589,0.1429,0.4,0.0699
Analyste Cybersécurité Pentester,Data Analyst Senior BI,0.571,0.143,0.203,0.0,0.571,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,Data Engineer Spark,0.542,0.143,0.182,0.0,0.542,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,Stage Data Science,0.599,0.143,0.178,0.0,0.599,0.1429,0.2,0.063
Analyste Cybersécurité Pentester,Senior DevOps AWS,0.604,0.286,0.24,0.0,0.604,0.2857,0.0,0.3643
Analyste Cybersécurité Pentester,Ingénieur Cloud Azure,0.525,0.286,0.232,0.0,0.525,0.2857,0.0,0.3643
Analyste Cybersécurité Pentester,SRE Kubernetes Linux,0.607,0.429,0.334,0.0,0.607,0.4286,0.0,0.6857
Analyste Cybersécurité Pentester,Junior DevOps CI/CD,0.623,0.286,0.237,0.0,0.623,0.2857,0.0,0.2893
Analyste Cybersécurité Pentester,Analyste Sécurité Pentester,0.73,1.0,0.471,0.0,0.73,1.0,0.0,0.95
Analyste Cybersécurité Pentester,Analyste SOC SIEM,0.648,0.571,0.328,0.0,0.648,0.5714,0.0,0.7643
Analyste Cybersécurité Pentester,Ingénieur QA Automation,0.521,0.143,0.201,0.0,0.521,0.1429,0.0,0.1586
Analyste Cybersécurité Pentester,Designer UX/UI Figma,0.503,0.0,0.111,0.0,0.503,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Chef de Projet IT Scrum,0.519,0.0,0.131,0.0,0.519,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Marketing Digital Expert,0.554,0.0,0.123,0.0,0.554,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Commercial B2B Salesforce,0.534,0.0,0.123,0.0,0.534,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Junior Marketing Digital,0.585,0.1,0.145,0.0,0.585,0.0,0.4,0.0212
Analyste Cybersécurité Pentester,Comptable Confirmé SAP,0.503,0.0,0.132,0.0,0.503,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Contrôleur de Gestion,0.511,0.0,0.141,0.0,0.511,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Chargé RH Recrutement IT,0.547,0.0,0.13,0.0,0.547,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Médecin Généraliste,0.501,0.0,0.103,0.0,0.501,0.0,-0.6,0.054
Analyste Cybersécurité Pentester,Enseignant Mathématiques,0.501,0.0,0.111,0.0,0.501,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Juriste Droit des Affaires,0.5,0.0,0.139,0.0,0.5,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Ingénieur Civil BTP,0.5,0.0,0.128,0.0,0.5,0.0,0.0,0.054
Analyste Cybersécurité Pentester,Commercial Vente Retail,0.532,0.0,0.112,0.0,0.532,0.0,0.4,0.032
Analyste Cybersécurité Pentester,Étudiant Première Année,0.56,0.143,0.148,0.0,0.56,0.1429,0.8,0.02
Analyste SOC Cybersécurité,Senior Backend Python FastAPI,0.502,0.143,0.207,0.0,0.502,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Mid Backend Python Django,0.502,0.143,0.186,0.0,0.502,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Junior Python Flask,0.502,0.143,0.179,0.0,0.502,0.1429,0.4,0.0699
Analyste SOC Cybersécurité,Python Data + Backend,0.506,0.143,0.193,0.0,0.506,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Senior Java Spring Boot,0.504,0.143,0.204,0.0,0.504,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Mid Java Spring,0.505,0.143,0.184,0.0,0.505,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Junior Java Angular Stage,0.502,0.143,0.171,0.0,0.502,0.1429,0.2,0.063
Analyste SOC Cybersécurité,Senior Node.js Express,0.504,0.143,0.179,0.0,0.504,0.1429,0.4,0.0969
Analyste SOC Cybersécurité,Full Stack Node React,0.508,0.143,0.175,0.0,0.508,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Développeur PHP Laravel Senior,0.5,0.143,0.173,0.0,0.5,0.1429,0.4,0.0969
Analyste SOC Cybersécurité,Junior PHP Symfony,0.501,0.143,0.162,0.0,0.501,0.1429,0.4,0.0699
Analyste SOC Cybersécurité,Développeur .NET C# Senior,0.501,0.143,0.194,0.0,0.501,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Senior Frontend React,0.502,0.143,0.186,0.0,0.502,0.1429,0.4,0.0969
Analyste SOC Cybersécurité,Mid Frontend React Redux,0.502,0.143,0.172,0.0,0.502,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Junior Frontend JavaScript,0.501,0.143,0.171,0.0,0.501,0.1429,0.6,0.0468
Analyste SOC Cybersécurité,Senior Angular TypeScript,0.501,0.143,0.18,0.0,0.501,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Développeur Flutter Senior,0.501,0.143,0.185,0.0,0.501,0.1429,0.4,0.0969
Analyste SOC Cybersécurité,Développeur Android Kotlin,0.5,0.143,0.177,0.0,0.5,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Junior Mobile React Native,0.503,0.143,0.158,0.0,0.503,0.1429,0.4,0.0699
Analyste SOC Cybersécurité,Senior Data Scientist,0.502,0.143,0.197,0.0,0.502,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,ML Engineer MLOps,0.501,0.143,0.186,0.0,0.501,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Data Analyst Junior,0.506,0.143,0.185,0.0,0.506,0.1429,0.4,0.0699
Analyste SOC Cybersécurité,Data Analyst Senior BI,0.505,0.143,0.183,0.0,0.505,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Data Engineer Spark,0.501,0.143,0.178,0.0,0.501,0.1429,0.0,0.1586
Analyste SOC Cybersécurité,Stage Data Science,0.505,0.143,0.164,0.0,0.505,0.1429,0.2,0.063
Analyste SOC Cybersécurité,Senior DevOps AWS,0.51,0.286,0.248,0.0,0.51,0.2857,0.0,0.3643
Analyste SOC Cybersécurité,Ingénieur Cloud Azure,0.501,0.286,0.239,0.0,0.501,0.2857,0.0,0.3643
Analyste SOC Cybersécurité,SRE Kubernetes Linux,0.513,0.286,0.263,0.0,0.513,0.2857,0.0,0.3643
Analyste SOC Cybersécurité,Junior DevOps CI/CD,0.513,0.286,0.259,0.0,0.513,0.2857,0.0,0.2893
Analyste SOC Cybersécurité,Analyste Sécurité Pentester,0.576,0.429,0.329,0.0,0.576,0.4286,0.0,0.6857
